state,district,period,biometric_update_count
Telangana,Mahabubnagar,2025-02,1320
Telangana,Mahabubnagar,2025-03,991
Telangana,Mahabubnagar,2025-04,800
Telangana,Mahabubnagar,2025-05,267
Telangana,Mahabubnagar,2025-06,1084
Telangana,Mahabubnagar,2025-07,19
Telangana,Mahabubnagar,2025-08,1111
Telangana,Mahabubnagar,2025-09,1342
Telangana,Mahabubnagar,2025-10,1644
Telangana,Mahabubnagar,2025-11,1083
Telangana,Mahabubnagar,2025-12,1304
Telangana,Mahabubnagar,NaT,6853
Telangana,Mancherial,2025-01,5563
Telangana,Mancherial,2025-02,96
Telangana,Mancherial,2025-03,76
Telangana,Mancherial,2025-04,45
Telangana,Mancherial,2025-05,9
Telangana,Mancherial,2025-06,73
Telangana,Mancherial,2025-08,43
Telangana,Mancherial,2025-09,76
Telangana,Mancherial,2025-10,104
Telangana,Mancherial,2025-11,73
Telangana,Mancherial,2025-12,77
Telangana,Mancherial,NaT,333
Telangana,Medak,2025-01,62314
Telangana,Medak,2025-02,852
Telangana,Medak,2025-03,740
Telangana,Medak,2025-04,439
Telangana,Medak,2025-05,182
Telangana,Medak,2025-06,779
Telangana,Medak,2025-07,4
Telangana,Medak,2025-08,769
Telangana,Medak,2025-09,919
Telangana,Medak,2025-10,1065
Telangana,Medak,2025-11,709
Telangana,Medak,2025-12,921
Telangana,Medak,NaT,4874
Telangana,Medchal-Malkajgiri,2025-01,17021
Telangana,Medchal-Malkajgiri,2025-02,152
Telangana,Medchal-Malkajgiri,2025-03,102
Telangana,Medchal-Malkajgiri,2025-04,146
Telangana,Medchal-Malkajgiri,2025-05,59
Telangana,Medchal-Malkajgiri,2025-06,144
Telangana,Medchal-Malkajgiri,2025-07,5
Telangana,Medchal-Malkajgiri,2025-08,139
Telangana,Medchal-Malkajgiri,2025-09,195
Telangana,Medchal-Malkajgiri,2025-10,222
Telangana,Medchal-Malkajgiri,2025-11,160
Telangana,Medchal-Malkajgiri,2025-12,185
Telangana,Medchal-Malkajgiri,NaT,982
Telangana,Medchal?Malkajgiri,2025-01,849
Telangana,Medchal?Malkajgiri,NaT,4
Telangana,Medchal−Malkajgiri,2025-01,44
Telangana,Medchal−Malkajgiri,2025-02,52
Telangana,Medchal−Malkajgiri,2025-03,59
Telangana,Medchal−Malkajgiri,2025-04,14
Telangana,Medchal−Malkajgiri,2025-05,14
Telangana,Medchal−Malkajgiri,2025-06,37
Telangana,Medchal−Malkajgiri,2025-07,5
Telangana,Medchal−Malkajgiri,2025-08,45
Telangana,Medchal−Malkajgiri,2025-09,83
Telangana,Medchal−Malkajgiri,2025-10,69
Telangana,Medchal−Malkajgiri,2025-11,53
Telangana,Medchal−Malkajgiri,2025-12,47
Telangana,Medchal−Malkajgiri,NaT,309
Telangana,Mulugu,2025-01,2946
Telangana,Mulugu,2025-02,43
Telangana,Mulugu,2025-03,38
Telangana,Mulugu,2025-04,24
Telangana,Mulugu,2025-05,15
Telangana,Mulugu,2025-06,22
Telangana,Mulugu,2025-07,4
Telangana,Mulugu,2025-08,52
Telangana,Mulugu,2025-09,44
Telangana,Mulugu,2025-10,37
Telangana,Mulugu,2025-11,34
Telangana,Mulugu,2025-12,34
Telangana,Mulugu,NaT,183
Telangana,Nagarkurnool,2025-01,5899
Telangana,Nagarkurnool,2025-02,81
Telangana,Nagarkurnool,2025-03,118
Telangana,Nagarkurnool,2025-04,39
Telangana,Nagarkurnool,2025-05,15
Telangana,Nagarkurnool,2025-06,100
Telangana,Nagarkurnool,2025-07,10
Telangana,Nagarkurnool,2025-08,87
Telangana,Nagarkurnool,2025-09,115
Telangana,Nagarkurnool,2025-10,85
Telangana,Nagarkurnool,2025-11,66
Telangana,Nagarkurnool,2025-12,106
Telangana,Nagarkurnool,NaT,432
Telangana,Nalgonda,2025-01,77291
Telangana,Nalgonda,2025-02,735
Telangana,Nalgonda,2025-03,769
Telangana,Nalgonda,2025-04,485
Telangana,Nalgonda,2025-05,132
Telangana,Nalgonda,2025-06,516
Telangana,Nalgonda,2025-07,19
Telangana,Nalgonda,2025-08,750
Telangana,Nalgonda,2025-09,774
Telangana,Nalgonda,2025-10,892
Telangana,Nalgonda,2025-11,722
Telangana,Nalgonda,2025-12,856
Telangana,Nalgonda,NaT,4176
Telangana,Narayanpet,2025-01,3468
Telangana,Narayanpet,2025-02,60
Telangana,Narayanpet,2025-03,56
Telangana,Narayanpet,2025-04,37
Telangana,Narayanpet,2025-05,3
Telangana,Narayanpet,2025-06,33
Telangana,Narayanpet,2025-08,39
Telangana,Narayanpet,2025-09,54
Telangana,Narayanpet,2025-10,53
Telangana,Narayanpet,2025-11,42
Telangana,Narayanpet,2025-12,65
Telangana,Narayanpet,NaT,312
Telangana,Nirmal,2025-01,5149
Telangana,Nirmal,2025-02,97
Telangana,Nirmal,2025-03,96
Telangana,Nirmal,2025-04,98
Telangana,Nirmal,2025-05,26
Telangana,Nirmal,2025-06,139
Telangana,Nirmal,2025-08,118
Telangana,Nirmal,2025-09,121
Telangana,Nirmal,2025-10,136
Telangana,Nirmal,2025-11,111
Telangana,Nirmal,2025-12,129
Telangana,Nirmal,NaT,596
Telangana,Nizamabad,2025-01,60754
Telangana,Nizamabad,2025-02,707
Telangana,Nizamabad,2025-03,634
Telangana,Nizamabad,2025-04,287
Telangana,Nizamabad,2025-05,46
Telangana,Nizamabad,2025-06,665
Telangana,Nizamabad,2025-07,3
Telangana,Nizamabad,2025-08,688
Telangana,Nizamabad,2025-09,669
Telangana,Nizamabad,2025-10,736
Telangana,Nizamabad,2025-11,573
Telangana,Nizamabad,2025-12,734
Telangana,Nizamabad,NaT,4063
Telangana,Peddapalli,2025-01,3200
Telangana,Peddapalli,2025-02,72
Telangana,Peddapalli,2025-03,59
Telangana,Peddapalli,2025-04,27
Telangana,Peddapalli,2025-05,5
Telangana,Peddapalli,2025-06,59
Telangana,Peddapalli,2025-07,2
Telangana,Peddapalli,2025-08,13
Telangana,Peddapalli,2025-09,55
Telangana,Peddapalli,2025-10,88
Telangana,Peddapalli,2025-11,105
Telangana,Peddapalli,2025-12,110
Telangana,Peddapalli,NaT,337
Telangana,Rajanna Sircilla,2025-01,3768
Telangana,Rajanna Sircilla,2025-02,72
Telangana,Rajanna Sircilla,2025-03,60
Telangana,Rajanna Sircilla,2025-04,11
Telangana,Rajanna Sircilla,2025-05,19
Telangana,Rajanna Sircilla,2025-06,76
Telangana,Rajanna Sircilla,2025-08,47
Telangana,Rajanna Sircilla,2025-09,40
Telangana,Rajanna Sircilla,2025-10,72
Telangana,Rajanna Sircilla,2025-11,60
Telangana,Rajanna Sircilla,2025-12,80
Telangana,Rajanna Sircilla,NaT,383
Telangana,Rangareddy,2025-01,1870
Telangana,Rangareddy,2025-02,16
Telangana,Rangareddy,2025-03,17
Telangana,Rangareddy,2025-04,10
Telangana,Rangareddy,2025-05,2
Telangana,Rangareddy,2025-06,4
Telangana,Rangareddy,2025-07,1
Telangana,Rangareddy,2025-08,10
Telangana,Rangareddy,2025-09,20
Telangana,Rangareddy,2025-10,20
Telangana,Rangareddy,2025-11,11
Telangana,Rangareddy,2025-12,13
Telangana,Rangareddy,NaT,55
Telangana,Sangareddy,2025-01,9874
Telangana,Sangareddy,2025-02,117
Telangana,Sangareddy,2025-03,149
Telangana,Sangareddy,2025-04,86
Telangana,Sangareddy,2025-05,54
Telangana,Sangareddy,2025-06,170
Telangana,Sangareddy,2025-08,148
Telangana,Sangareddy,2025-09,135
Telangana,Sangareddy,2025-10,157
Telangana,Sangareddy,2025-11,99
Telangana,Sangareddy,2025-12,143
Telangana,Sangareddy,NaT,796
Telangana,Siddipet,2025-01,4735
Telangana,Siddipet,2025-02,113
Telangana,Siddipet,2025-03,158
Telangana,Siddipet,2025-04,156
Telangana,Siddipet,2025-05,8
Telangana,Siddipet,2025-06,171
Telangana,Siddipet,2025-08,106
Telangana,Siddipet,2025-09,109
Telangana,Siddipet,2025-10,183
Telangana,Siddipet,2025-11,159
Telangana,Siddipet,2025-12,151
Telangana,Siddipet,NaT,639
Telangana,Suryapet,2025-01,10864
Telangana,Suryapet,2025-02,137
Telangana,Suryapet,2025-03,139
Telangana,Suryapet,2025-04,110
Telangana,Suryapet,2025-05,46
Telangana,Suryapet,2025-06,103
Telangana,Suryapet,2025-07,9
Telangana,Suryapet,2025-08,135
Telangana,Suryapet,2025-09,114
Telangana,Suryapet,2025-10,135
Telangana,Suryapet,2025-11,146
Telangana,Suryapet,2025-12,121
Telangana,Suryapet,NaT,714
Telangana,Vikarabad,2025-01,6861
Telangana,Vikarabad,2025-02,95
Telangana,Vikarabad,2025-03,104
Telangana,Vikarabad,2025-04,90
Telangana,Vikarabad,2025-05,52
Telangana,Vikarabad,2025-06,94
Telangana,Vikarabad,2025-08,116
Telangana,Vikarabad,2025-09,75
Telangana,Vikarabad,2025-10,159
Telangana,Vikarabad,2025-11,108
Telangana,Vikarabad,2025-12,109
Telangana,Vikarabad,NaT,544
Telangana,Wanaparthy,2025-01,5694
Telangana,Wanaparthy,2025-02,83
Telangana,Wanaparthy,2025-03,78
Telangana,Wanaparthy,2025-04,64
Telangana,Wanaparthy,2025-05,7
Telangana,Wanaparthy,2025-06,73
Telangana,Wanaparthy,2025-08,85
Telangana,Wanaparthy,2025-09,25
Telangana,Wanaparthy,2025-10,74
Telangana,Wanaparthy,2025-11,35
Telangana,Wanaparthy,2025-12,49
Telangana,Wanaparthy,NaT,330
Telangana,Warangal,2025-01,50984
Telangana,Warangal,2025-02,498
Telangana,Warangal,2025-03,538
Telangana,Warangal,2025-04,491
Telangana,Warangal,2025-05,173
Telangana,Warangal,2025-06,575
Telangana,Warangal,2025-07,39
Telangana,Warangal,2025-08,495
Telangana,Warangal,2025-09,488
Telangana,Warangal,2025-10,826
Telangana,Warangal,2025-11,706
Telangana,Warangal,2025-12,641
Telangana,Warangal,NaT,3425
Telangana,Warangal (Urban),2025-06,2
Telangana,Warangal (Urban),2025-08,1
Telangana,Warangal (Urban),2025-10,2
Telangana,Warangal (Urban),2025-12,1
Telangana,Warangal Rural,2025-01,3319
Telangana,Warangal Rural,2025-02,55
Telangana,Warangal Rural,2025-03,73
Telangana,Warangal Rural,2025-04,78
Telangana,Warangal Rural,2025-05,21
Telangana,Warangal Rural,2025-06,66
Telangana,Warangal Rural,2025-07,13
Telangana,Warangal Rural,2025-08,57
Telangana,Warangal Rural,2025-09,76
Telangana,Warangal Rural,2025-10,70
Telangana,Warangal Rural,2025-11,55
Telangana,Warangal Rural,2025-12,84
Telangana,Warangal Rural,NaT,344
Telangana,Warangal Urban,2025-01,4650
Telangana,Warangal Urban,2025-02,56
Telangana,Warangal Urban,2025-03,64
Telangana,Warangal Urban,2025-04,59
Telangana,Warangal Urban,2025-05,18
Telangana,Warangal Urban,2025-06,57
Telangana,Warangal Urban,2025-07,13
Telangana,Warangal Urban,2025-08,65
Telangana,Warangal Urban,2025-09,58
Telangana,Warangal Urban,2025-10,59
Telangana,Warangal Urban,2025-11,59
Telangana,Warangal Urban,2025-12,47
Telangana,Warangal Urban,NaT,295
Telangana,Yadadri.,2025-01,6288
Telangana,Yadadri.,2025-02,85
Telangana,Yadadri.,2025-03,76
Telangana,Yadadri.,2025-04,62
Telangana,Yadadri.,2025-05,12
Telangana,Yadadri.,2025-06,42
Telangana,Yadadri.,2025-07,1
Telangana,Yadadri.,2025-08,53
Telangana,Yadadri.,2025-09,102
Telangana,Yadadri.,2025-10,103
Telangana,Yadadri.,2025-11,62
Telangana,Yadadri.,2025-12,67
Telangana,Yadadri.,NaT,381
Tripura,Dhalai,2025-01,26423
Tripura,Dhalai,2025-02,165
Tripura,Dhalai,2025-03,129
Tripura,Dhalai,2025-04,104
Tripura,Dhalai,2025-05,7
Tripura,Dhalai,2025-06,92
Tripura,Dhalai,2025-07,57
Tripura,Dhalai,2025-08,98
Tripura,Dhalai,2025-09,65
Tripura,Dhalai,2025-10,157
Tripura,Dhalai,2025-11,108
Tripura,Dhalai,2025-12,115
Tripura,Dhalai,NaT,399
Tripura,Dhalai  *,2025-01,440
Tripura,Dhalai  *,2025-02,7
Tripura,Dhalai  *,2025-03,3
Tripura,Dhalai  *,2025-04,3
Tripura,Dhalai  *,2025-05,1
Tripura,Dhalai  *,2025-06,5
Tripura,Dhalai  *,2025-07,3
Tripura,Dhalai  *,2025-08,2
Tripura,Dhalai  *,2025-09,1
Tripura,Dhalai  *,2025-10,4
Tripura,Dhalai  *,2025-11,3
Tripura,Dhalai  *,2025-12,2
Tripura,Dhalai  *,NaT,6
Tripura,Gomati,2025-01,9645
Tripura,Gomati,2025-02,48
Tripura,Gomati,2025-03,53
Tripura,Gomati,2025-04,33
Tripura,Gomati,2025-05,2
Tripura,Gomati,2025-06,24
Tripura,Gomati,2025-07,1
Tripura,Gomati,2025-08,35
Tripura,Gomati,2025-09,30
Tripura,Gomati,2025-10,24
Tripura,Gomati,2025-11,30
Tripura,Gomati,2025-12,32
Tripura,Gomati,NaT,126
Tripura,Khowai,2025-01,6438
Tripura,Khowai,2025-02,20
Tripura,Khowai,2025-03,22
Tripura,Khowai,2025-04,22
Tripura,Khowai,2025-05,3
Tripura,Khowai,2025-06,11
Tripura,Khowai,2025-07,2
Tripura,Khowai,2025-08,24
Tripura,Khowai,2025-09,20
Tripura,Khowai,2025-10,14
Tripura,Khowai,2025-11,25
Tripura,Khowai,2025-12,24
Tripura,Khowai,NaT,73
Tripura,North Tripura,2025-01,31668
Tripura,North Tripura,2025-02,240
Tripura,North Tripura,2025-03,218
Tripura,North Tripura,2025-04,150
Tripura,North Tripura,2025-05,26
Tripura,North Tripura,2025-06,150
Tripura,North Tripura,2025-07,20
Tripura,North Tripura,2025-08,204
Tripura,North Tripura,2025-09,189
Tripura,North Tripura,2025-10,215
Tripura,North Tripura,2025-11,176
Tripura,North Tripura,2025-12,158
Tripura,North Tripura,NaT,746
Tripura,Sepahijala,2025-01,14268
Tripura,Sepahijala,2025-02,91
Tripura,Sepahijala,2025-03,58
Tripura,Sepahijala,2025-04,54
Tripura,Sepahijala,2025-06,55
Tripura,Sepahijala,2025-08,40
Tripura,Sepahijala,2025-09,57
Tripura,Sepahijala,2025-10,72
Tripura,Sepahijala,2025-11,64
Tripura,Sepahijala,2025-12,46
Tripura,Sepahijala,NaT,209
Tripura,South Tripura,2025-01,38388
Tripura,South Tripura,2025-02,245
Tripura,South Tripura,2025-03,223
Tripura,South Tripura,2025-04,199
Tripura,South Tripura,2025-05,7
Tripura,South Tripura,2025-06,247
Tripura,South Tripura,2025-07,1
Tripura,South Tripura,2025-08,255
Tripura,South Tripura,2025-09,187
Tripura,South Tripura,2025-10,250
Tripura,South Tripura,2025-11,193
Tripura,South Tripura,2025-12,217
Tripura,South Tripura,NaT,769
Tripura,Unakoti,2025-01,11765
Tripura,Unakoti,2025-02,60
Tripura,Unakoti,2025-03,49
Tripura,Unakoti,2025-04,37
Tripura,Unakoti,2025-05,10
Tripura,Unakoti,2025-06,51
Tripura,Unakoti,2025-07,4
Tripura,Unakoti,2025-08,31
Tripura,Unakoti,2025-09,25
Tripura,Unakoti,2025-10,84
Tripura,Unakoti,2025-11,33
Tripura,Unakoti,2025-12,44
Tripura,Unakoti,NaT,240
Tripura,West Tripura,2025-01,64815
Tripura,West Tripura,2025-02,317
Tripura,West Tripura,2025-03,385
Tripura,West Tripura,2025-04,353
Tripura,West Tripura,2025-05,83
Tripura,West Tripura,2025-06,294
Tripura,West Tripura,2025-07,17
Tripura,West Tripura,2025-08,258
Tripura,West Tripura,2025-09,287
Tripura,West Tripura,2025-10,394
Tripura,West Tripura,2025-11,364
Tripura,West Tripura,2025-12,416
Tripura,West Tripura,NaT,1198
Uttar Pradesh,Agra,2025-01,148504
Uttar Pradesh,Agra,2025-02,832
Uttar Pradesh,Agra,2025-03,824
Uttar Pradesh,Agra,2025-04,963
Uttar Pradesh,Agra,2025-05,196
Uttar Pradesh,Agra,2025-06,941
Uttar Pradesh,Agra,2025-07,290
Uttar Pradesh,Agra,2025-08,825
Uttar Pradesh,Agra,2025-09,665
Uttar Pradesh,Agra,2025-10,1096
Uttar Pradesh,Agra,2025-11,1127
Uttar Pradesh,Agra,2025-12,1331
Uttar Pradesh,Agra,NaT,9840
Uttar Pradesh,Aligarh,2025-01,125429
Uttar Pradesh,Aligarh,2025-02,783
Uttar Pradesh,Aligarh,2025-03,774
Uttar Pradesh,Aligarh,2025-04,590
Uttar Pradesh,Aligarh,2025-05,114
Uttar Pradesh,Aligarh,2025-06,653
Uttar Pradesh,Aligarh,2025-07,74
Uttar Pradesh,Aligarh,2025-08,601
Uttar Pradesh,Aligarh,2025-09,721
Uttar Pradesh,Aligarh,2025-10,1079
Uttar Pradesh,Aligarh,2025-11,1110
Uttar Pradesh,Aligarh,2025-12,1360
Uttar Pradesh,Aligarh,NaT,9265
Uttar Pradesh,Allahabad,2025-01,166196
Uttar Pradesh,Allahabad,2025-02,1372
Uttar Pradesh,Allahabad,2025-03,1304
Uttar Pradesh,Allahabad,2025-04,1193
Uttar Pradesh,Allahabad,2025-05,311
Uttar Pradesh,Allahabad,2025-06,1165
Uttar Pradesh,Allahabad,2025-07,201
Uttar Pradesh,Allahabad,2025-08,1226
Uttar Pradesh,Allahabad,2025-09,1024
Uttar Pradesh,Allahabad,2025-10,1528
Uttar Pradesh,Allahabad,2025-11,1493
Uttar Pradesh,Allahabad,2025-12,1788
Uttar Pradesh,Allahabad,NaT,11806
Uttar Pradesh,Ambedkar Nagar,2025-01,48110
Uttar Pradesh,Ambedkar Nagar,2025-02,504
Uttar Pradesh,Ambedkar Nagar,2025-03,500
Uttar Pradesh,Ambedkar Nagar,2025-04,389
Uttar Pradesh,Ambedkar Nagar,2025-05,47
Uttar Pradesh,Ambedkar Nagar,2025-06,613
Uttar Pradesh,Ambedkar Nagar,2025-07,51
Uttar Pradesh,Ambedkar Nagar,2025-08,535
Uttar Pradesh,Ambedkar Nagar,2025-09,432
Uttar Pradesh,Ambedkar Nagar,2025-10,663
Uttar Pradesh,Ambedkar Nagar,2025-11,633
Uttar Pradesh,Ambedkar Nagar,2025-12,780
Uttar Pradesh,Ambedkar Nagar,NaT,4861
Uttar Pradesh,Amethi,2025-01,56022
Uttar Pradesh,Amethi,2025-02,491
Uttar Pradesh,Amethi,2025-03,488
Uttar Pradesh,Amethi,2025-04,388
Uttar Pradesh,Amethi,2025-05,76
Uttar Pradesh,Amethi,2025-06,479
Uttar Pradesh,Amethi,2025-07,82
Uttar Pradesh,Amethi,2025-08,493
Uttar Pradesh,Amethi,2025-09,430
Uttar Pradesh,Amethi,2025-10,616
Uttar Pradesh,Amethi,2025-11,464
Uttar Pradesh,Amethi,2025-12,730
Uttar Pradesh,Amethi,NaT,3789
Uttar Pradesh,Amroha,2025-01,54808
Uttar Pradesh,Amroha,2025-02,446
Uttar Pradesh,Amroha,2025-03,419
Uttar Pradesh,Amroha,2025-04,422
Uttar Pradesh,Amroha,2025-05,56
Uttar Pradesh,Amroha,2025-06,468
Uttar Pradesh,Amroha,2025-07,52
Uttar Pradesh,Amroha,2025-08,434
Uttar Pradesh,Amroha,2025-09,213
Uttar Pradesh,Amroha,2025-10,565
Uttar Pradesh,Amroha,2025-11,570
Uttar Pradesh,Amroha,2025-12,656
Uttar Pradesh,Amroha,NaT,3602
Uttar Pradesh,Auraiya,2025-01,40403
Uttar Pradesh,Auraiya,2025-02,160
Uttar Pradesh,Auraiya,2025-03,241
Uttar Pradesh,Auraiya,2025-04,276
Uttar Pradesh,Auraiya,2025-05,36
Uttar Pradesh,Auraiya,2025-06,223
Uttar Pradesh,Auraiya,2025-07,7
Uttar Pradesh,Auraiya,2025-08,256
Uttar Pradesh,Auraiya,2025-09,269
Uttar Pradesh,Auraiya,2025-10,250
Uttar Pradesh,Auraiya,2025-11,294
Uttar Pradesh,Auraiya,2025-12,466
Uttar Pradesh,Auraiya,NaT,2322
Uttar Pradesh,Ayodhya,2025-01,4019
Uttar Pradesh,Ayodhya,2025-02,49
Uttar Pradesh,Ayodhya,2025-03,45
Uttar Pradesh,Ayodhya,2025-04,48
Uttar Pradesh,Ayodhya,2025-05,6
Uttar Pradesh,Ayodhya,2025-06,42
Uttar Pradesh,Ayodhya,2025-07,6
Uttar Pradesh,Ayodhya,2025-08,39
Uttar Pradesh,Ayodhya,2025-09,38
Uttar Pradesh,Ayodhya,2025-10,49
Uttar Pradesh,Ayodhya,2025-11,58
Uttar Pradesh,Ayodhya,2025-12,58
Uttar Pradesh,Ayodhya,NaT,303
Uttar Pradesh,Azamgarh,2025-01,99707
Uttar Pradesh,Azamgarh,2025-02,1061
Uttar Pradesh,Azamgarh,2025-03,1064
Uttar Pradesh,Azamgarh,2025-04,1003
Uttar Pradesh,Azamgarh,2025-05,97
Uttar Pradesh,Azamgarh,2025-06,974
Uttar Pradesh,Azamgarh,2025-07,64
Uttar Pradesh,Azamgarh,2025-08,1235
Uttar Pradesh,Azamgarh,2025-09,840
Uttar Pradesh,Azamgarh,2025-10,986
Uttar Pradesh,Azamgarh,2025-11,1101
Uttar Pradesh,Azamgarh,2025-12,1463
Uttar Pradesh,Azamgarh,NaT,7446
Uttar Pradesh,Baghpat,2025-01,34646
Uttar Pradesh,Baghpat,2025-02,266
Uttar Pradesh,Baghpat,2025-03,198
Uttar Pradesh,Baghpat,2025-04,246
Uttar Pradesh,Baghpat,2025-05,38
Uttar Pradesh,Baghpat,2025-06,289
Uttar Pradesh,Baghpat,2025-07,15
Uttar Pradesh,Baghpat,2025-08,274
Uttar Pradesh,Baghpat,2025-09,300
Uttar Pradesh,Baghpat,2025-10,328
Uttar Pradesh,Baghpat,2025-11,408
Uttar Pradesh,Baghpat,2025-12,413
Uttar Pradesh,Baghpat,NaT,3063
Uttar Pradesh,Bagpat,2025-03,2
Uttar Pradesh,Bahraich,2025-01,103832
Uttar Pradesh,Bahraich,2025-02,709
Uttar Pradesh,Bahraich,2025-03,767
Uttar Pradesh,Bahraich,2025-04,801
Uttar Pradesh,Bahraich,2025-05,94
Uttar Pradesh,Bahraich,2025-06,734
Uttar Pradesh,Bahraich,2025-07,177
Uttar Pradesh,Bahraich,2025-08,861
Uttar Pradesh,Bahraich,2025-09,781
Uttar Pradesh,Bahraich,2025-10,1103
Uttar Pradesh,Bahraich,2025-11,1315
Uttar Pradesh,Bahraich,2025-12,1425
Uttar Pradesh,Bahraich,NaT,8215
Uttar Pradesh,Ballia,2025-01,78760
Uttar Pradesh,Ballia,2025-02,754
Uttar Pradesh,Ballia,2025-03,820
Uttar Pradesh,Ballia,2025-04,800
Uttar Pradesh,Ballia,2025-05,121
Uttar Pradesh,Ballia,2025-06,767
Uttar Pradesh,Ballia,2025-07,69
Uttar Pradesh,Ballia,2025-08,880
Uttar Pradesh,Ballia,2025-09,808
Uttar Pradesh,Ballia,2025-10,805
Uttar Pradesh,Ballia,2025-11,905
Uttar Pradesh,Ballia,2025-12,1126
Uttar Pradesh,Ballia,NaT,6869
Uttar Pradesh,Balrampur,2025-01,55736
Uttar Pradesh,Balrampur,2025-02,381
Uttar Pradesh,Balrampur,2025-03,394
Uttar Pradesh,Balrampur,2025-04,371
Uttar Pradesh,Balrampur,2025-05,80
Uttar Pradesh,Balrampur,2025-06,328
Uttar Pradesh,Balrampur,2025-07,47
Uttar Pradesh,Balrampur,2025-08,356
Uttar Pradesh,Balrampur,2025-09,263
Uttar Pradesh,Balrampur,2025-10,413
Uttar Pradesh,Balrampur,2025-11,397
Uttar Pradesh,Balrampur,2025-12,562
Uttar Pradesh,Balrampur,NaT,3821
Uttar Pradesh,Banda,2025-01,56070
Uttar Pradesh,Banda,2025-02,503
Uttar Pradesh,Banda,2025-03,509
Uttar Pradesh,Banda,2025-04,391
Uttar Pradesh,Banda,2025-05,36
Uttar Pradesh,Banda,2025-06,360
Uttar Pradesh,Banda,2025-07,6
Uttar Pradesh,Banda,2025-08,428
Uttar Pradesh,Banda,2025-09,405
Uttar Pradesh,Banda,2025-10,481
Uttar Pradesh,Banda,2025-11,517
Uttar Pradesh,Banda,2025-12,567
Uttar Pradesh,Banda,NaT,4482
Uttar Pradesh,Bara Banki,2025-01,98559
Uttar Pradesh,Bara Banki,2025-02,820
Uttar Pradesh,Bara Banki,2025-03,829
Uttar Pradesh,Bara Banki,2025-04,657
Uttar Pradesh,Bara Banki,2025-05,44
Uttar Pradesh,Bara Banki,2025-06,928
Uttar Pradesh,Bara Banki,2025-07,28
Uttar Pradesh,Bara Banki,2025-08,876
Uttar Pradesh,Bara Banki,2025-09,743
Uttar Pradesh,Bara Banki,2025-10,938
Uttar Pradesh,Bara Banki,2025-11,1285
Uttar Pradesh,Bara Banki,2025-12,1354
Uttar Pradesh,Bara Banki,NaT,8261
Uttar Pradesh,Barabanki,2025-01,1891
Uttar Pradesh,Barabanki,2025-02,32
Uttar Pradesh,Barabanki,2025-03,30
Uttar Pradesh,Barabanki,2025-04,18
Uttar Pradesh,Barabanki,2025-06,18
Uttar Pradesh,Barabanki,2025-07,1
Uttar Pradesh,Barabanki,2025-08,30
Uttar Pradesh,Barabanki,2025-09,21
Uttar Pradesh,Barabanki,2025-10,32
Uttar Pradesh,Barabanki,2025-11,32
Uttar Pradesh,Barabanki,2025-12,43
Uttar Pradesh,Barabanki,NaT,185
Uttar Pradesh,Bareilly,2025-01,143213
Uttar Pradesh,Bareilly,2025-02,849
Uttar Pradesh,Bareilly,2025-03,897
Uttar Pradesh,Bareilly,2025-04,599
Uttar Pradesh,Bareilly,2025-05,69
Uttar Pradesh,Bareilly,2025-06,713
Uttar Pradesh,Bareilly,2025-07,28
Uttar Pradesh,Bareilly,2025-08,948
Uttar Pradesh,Bareilly,2025-09,1001
Uttar Pradesh,Bareilly,2025-10,1354
Uttar Pradesh,Bareilly,2025-11,1743
Uttar Pradesh,Bareilly,2025-12,1989
Uttar Pradesh,Bareilly,NaT,10921
Uttar Pradesh,Basti,2025-01,63887
Uttar Pradesh,Basti,2025-02,492
Uttar Pradesh,Basti,2025-03,577
Uttar Pradesh,Basti,2025-04,561
Uttar Pradesh,Basti,2025-05,193
Uttar Pradesh,Basti,2025-06,583
Uttar Pradesh,Basti,2025-07,165
Uttar Pradesh,Basti,2025-08,620
Uttar Pradesh,Basti,2025-09,383
Uttar Pradesh,Basti,2025-10,522
Uttar Pradesh,Basti,2025-11,739
Uttar Pradesh,Basti,2025-12,842
Uttar Pradesh,Basti,NaT,5009
Uttar Pradesh,Bhadohi,2025-01,4027
Uttar Pradesh,Bhadohi,2025-02,34
Uttar Pradesh,Bhadohi,2025-03,36
Uttar Pradesh,Bhadohi,2025-04,31
Uttar Pradesh,Bhadohi,2025-05,7
Uttar Pradesh,Bhadohi,2025-06,30
Uttar Pradesh,Bhadohi,2025-08,35
Uttar Pradesh,Bhadohi,2025-09,28
Uttar Pradesh,Bhadohi,2025-10,35
Uttar Pradesh,Bhadohi,2025-11,52
Uttar Pradesh,Bhadohi,2025-12,53
Uttar Pradesh,Bhadohi,NaT,318
Uttar Pradesh,Bijnor,2025-01,134634
Uttar Pradesh,Bijnor,2025-02,714
Uttar Pradesh,Bijnor,2025-03,716
Uttar Pradesh,Bijnor,2025-04,706
Uttar Pradesh,Bijnor,2025-05,295
Uttar Pradesh,Bijnor,2025-06,940
Uttar Pradesh,Bijnor,2025-07,188
Uttar Pradesh,Bijnor,2025-08,813
Uttar Pradesh,Bijnor,2025-09,685
Uttar Pradesh,Bijnor,2025-10,812
Uttar Pradesh,Bijnor,2025-11,1099
Uttar Pradesh,Bijnor,2025-12,1328
Uttar Pradesh,Bijnor,NaT,8575
Uttar Pradesh,Budaun,2025-01,61182
Uttar Pradesh,Budaun,2025-02,578
Uttar Pradesh,Budaun,2025-03,577
