state,district,period,demographic_update_count
Telangana,Hanumakonda,2025-04,164
Telangana,Hanumakonda,2025-05,309
Telangana,Hanumakonda,2025-06,138
Telangana,Hanumakonda,2025-07,114
Telangana,Hanumakonda,2025-08,173
Telangana,Hanumakonda,2025-09,190
Telangana,Hanumakonda,2025-10,214
Telangana,Hanumakonda,2025-11,54
Telangana,Hanumakonda,2025-12,215
Telangana,Hanumakonda,NaT,2074
Telangana,Hyderabad,2025-01,42945
Telangana,Hyderabad,2025-02,739
Telangana,Hyderabad,2025-03,1053
Telangana,Hyderabad,2025-04,1235
Telangana,Hyderabad,2025-05,1279
Telangana,Hyderabad,2025-06,518
Telangana,Hyderabad,2025-07,954
Telangana,Hyderabad,2025-08,1258
Telangana,Hyderabad,2025-09,585
Telangana,Hyderabad,2025-10,830
Telangana,Hyderabad,2025-11,1156
Telangana,Hyderabad,2025-12,1160
Telangana,Hyderabad,NaT,11637
Telangana,Jagitial,2025-01,862
Telangana,Jagitial,2025-02,86
Telangana,Jagitial,2025-03,110
Telangana,Jagitial,2025-04,144
Telangana,Jagitial,2025-05,94
Telangana,Jagitial,2025-06,66
Telangana,Jagitial,2025-07,39
Telangana,Jagitial,2025-08,188
Telangana,Jagitial,2025-09,165
Telangana,Jagitial,2025-10,129
Telangana,Jagitial,2025-11,58
Telangana,Jagitial,2025-12,182
Telangana,Jagitial,NaT,1840
Telangana,Jangaon,2025-01,11
Telangana,Jangaon,2025-02,8
Telangana,Jangaon,2025-03,8
Telangana,Jangaon,2025-04,7
Telangana,Jangaon,2025-05,4
Telangana,Jangaon,2025-06,13
Telangana,Jangaon,2025-07,8
Telangana,Jangaon,2025-08,13
Telangana,Jangaon,2025-09,12
Telangana,Jangaon,2025-10,12
Telangana,Jangaon,2025-11,14
Telangana,Jangaon,2025-12,7
Telangana,Jangaon,NaT,109
Telangana,Jangoan,2025-01,1372
Telangana,Jangoan,2025-02,195
Telangana,Jangoan,2025-03,119
Telangana,Jangoan,2025-04,144
Telangana,Jangoan,2025-05,83
Telangana,Jangoan,2025-06,125
Telangana,Jangoan,2025-07,154
Telangana,Jangoan,2025-08,244
Telangana,Jangoan,2025-09,119
Telangana,Jangoan,2025-10,221
Telangana,Jangoan,2025-11,87
Telangana,Jangoan,2025-12,140
Telangana,Jangoan,NaT,1690
Telangana,Jayashankar Bhupalpally,2025-01,3010
Telangana,Jayashankar Bhupalpally,2025-02,114
Telangana,Jayashankar Bhupalpally,2025-03,150
Telangana,Jayashankar Bhupalpally,2025-04,70
Telangana,Jayashankar Bhupalpally,2025-05,210
Telangana,Jayashankar Bhupalpally,2025-06,72
Telangana,Jayashankar Bhupalpally,2025-07,45
Telangana,Jayashankar Bhupalpally,2025-08,202
Telangana,Jayashankar Bhupalpally,2025-09,119
Telangana,Jayashankar Bhupalpally,2025-10,122
Telangana,Jayashankar Bhupalpally,2025-11,41
Telangana,Jayashankar Bhupalpally,2025-12,235
Telangana,Jayashankar Bhupalpally,NaT,1166
Telangana,Jogulamba Gadwal,2025-01,6607
Telangana,Jogulamba Gadwal,2025-02,107
Telangana,Jogulamba Gadwal,2025-03,98
Telangana,Jogulamba Gadwal,2025-04,225
Telangana,Jogulamba Gadwal,2025-05,107
Telangana,Jogulamba Gadwal,2025-06,190
Telangana,Jogulamba Gadwal,2025-07,82
Telangana,Jogulamba Gadwal,2025-08,176
Telangana,Jogulamba Gadwal,2025-09,226
Telangana,Jogulamba Gadwal,2025-10,156
Telangana,Jogulamba Gadwal,2025-11,50
Telangana,Jogulamba Gadwal,2025-12,59
Telangana,Jogulamba Gadwal,NaT,1964
Telangana,K.V. Rangareddy,2025-01,26455
Telangana,K.V. Rangareddy,2025-02,1491
Telangana,K.V. Rangareddy,2025-03,799
Telangana,K.V. Rangareddy,2025-04,1389
Telangana,K.V. Rangareddy,2025-05,1491
Telangana,K.V. Rangareddy,2025-06,726
Telangana,K.V. Rangareddy,2025-07,802
Telangana,K.V. Rangareddy,2025-08,1590
Telangana,K.V. Rangareddy,2025-09,784
Telangana,K.V. Rangareddy,2025-10,1135
Telangana,K.V. Rangareddy,2025-11,659
Telangana,K.V. Rangareddy,2025-12,1273
Telangana,K.V. Rangareddy,NaT,14746
Telangana,Kamareddy,2025-01,2459
Telangana,Kamareddy,2025-02,189
Telangana,Kamareddy,2025-03,113
Telangana,Kamareddy,2025-04,184
Telangana,Kamareddy,2025-05,159
Telangana,Kamareddy,2025-06,145
Telangana,Kamareddy,2025-07,119
Telangana,Kamareddy,2025-08,298
Telangana,Kamareddy,2025-09,118
Telangana,Kamareddy,2025-10,101
Telangana,Kamareddy,2025-11,175
Telangana,Kamareddy,2025-12,224
Telangana,Kamareddy,NaT,2318
Telangana,Karimnagar,2025-01,9837
Telangana,Karimnagar,2025-02,491
Telangana,Karimnagar,2025-03,368
Telangana,Karimnagar,2025-04,838
Telangana,Karimnagar,2025-05,455
Telangana,Karimnagar,2025-06,421
Telangana,Karimnagar,2025-07,320
Telangana,Karimnagar,2025-08,972
Telangana,Karimnagar,2025-09,380
Telangana,Karimnagar,2025-10,745
Telangana,Karimnagar,2025-11,456
Telangana,Karimnagar,2025-12,856
Telangana,Karimnagar,NaT,6556
Telangana,Khammam,2025-01,4696
Telangana,Khammam,2025-02,478
Telangana,Khammam,2025-03,317
Telangana,Khammam,2025-04,491
Telangana,Khammam,2025-05,487
Telangana,Khammam,2025-06,448
Telangana,Khammam,2025-07,281
Telangana,Khammam,2025-08,701
Telangana,Khammam,2025-09,430
Telangana,Khammam,2025-10,299
Telangana,Khammam,2025-11,223
Telangana,Khammam,2025-12,480
Telangana,Khammam,NaT,4495
Telangana,Komaram Bheem,2025-01,2030
Telangana,Komaram Bheem,2025-02,279
Telangana,Komaram Bheem,2025-03,95
Telangana,Komaram Bheem,2025-04,305
Telangana,Komaram Bheem,2025-05,148
Telangana,Komaram Bheem,2025-06,150
Telangana,Komaram Bheem,2025-07,256
Telangana,Komaram Bheem,2025-08,395
Telangana,Komaram Bheem,2025-09,181
Telangana,Komaram Bheem,2025-10,199
Telangana,Komaram Bheem,2025-11,109
Telangana,Komaram Bheem,2025-12,186
Telangana,Komaram Bheem,NaT,2951
Telangana,Mahabubabad,2025-01,3125
Telangana,Mahabubabad,2025-02,247
Telangana,Mahabubabad,2025-03,169
Telangana,Mahabubabad,2025-04,205
Telangana,Mahabubabad,2025-05,145
Telangana,Mahabubabad,2025-06,116
Telangana,Mahabubabad,2025-07,207
Telangana,Mahabubabad,2025-08,214
Telangana,Mahabubabad,2025-09,169
Telangana,Mahabubabad,2025-10,165
Telangana,Mahabubabad,2025-11,150
Telangana,Mahabubabad,2025-12,150
Telangana,Mahabubabad,NaT,2064
Telangana,Mahabubnagar,2025-01,12260
Telangana,Mahabubnagar,2025-02,502
Telangana,Mahabubnagar,2025-03,470
Telangana,Mahabubnagar,2025-04,1029
Telangana,Mahabubnagar,2025-05,532
Telangana,Mahabubnagar,2025-06,613
Telangana,Mahabubnagar,2025-07,397
Telangana,Mahabubnagar,2025-08,798
Telangana,Mahabubnagar,2025-09,580
Telangana,Mahabubnagar,2025-10,668
Telangana,Mahabubnagar,2025-11,230
Telangana,Mahabubnagar,2025-12,789
Telangana,Mahabubnagar,NaT,7849
Telangana,Mancherial,2025-01,1243
Telangana,Mancherial,2025-02,450
Telangana,Mancherial,2025-03,211
Telangana,Mancherial,2025-04,148
Telangana,Mancherial,2025-05,372
Telangana,Mancherial,2025-06,108
Telangana,Mancherial,2025-07,251
Telangana,Mancherial,2025-08,216
Telangana,Mancherial,2025-09,241
Telangana,Mancherial,2025-10,155
Telangana,Mancherial,2025-11,124
Telangana,Mancherial,2025-12,310
Telangana,Mancherial,NaT,2962
Telangana,Medak,2025-01,3818
Telangana,Medak,2025-02,509
Telangana,Medak,2025-03,367
Telangana,Medak,2025-04,534
Telangana,Medak,2025-05,430
Telangana,Medak,2025-06,348
Telangana,Medak,2025-07,165
Telangana,Medak,2025-08,581
Telangana,Medak,2025-09,348
Telangana,Medak,2025-10,439
Telangana,Medak,2025-11,236
Telangana,Medak,2025-12,392
Telangana,Medak,NaT,5066
Telangana,Medchal-Malkajgiri,2025-01,13479
Telangana,Medchal-Malkajgiri,2025-02,429
Telangana,Medchal-Malkajgiri,2025-03,598
Telangana,Medchal-Malkajgiri,2025-04,502
Telangana,Medchal-Malkajgiri,2025-05,297
Telangana,Medchal-Malkajgiri,2025-06,342
Telangana,Medchal-Malkajgiri,2025-07,432
Telangana,Medchal-Malkajgiri,2025-08,631
Telangana,Medchal-Malkajgiri,2025-09,329
Telangana,Medchal-Malkajgiri,2025-10,394
Telangana,Medchal-Malkajgiri,2025-11,291
Telangana,Medchal-Malkajgiri,2025-12,552
Telangana,Medchal-Malkajgiri,NaT,6412
Telangana,Medchal?Malkajgiri,2025-01,164
Telangana,Medchal−Malkajgiri,2025-01,22
Telangana,Medchal−Malkajgiri,2025-02,12
Telangana,Medchal−Malkajgiri,2025-03,9
Telangana,Medchal−Malkajgiri,2025-04,25
Telangana,Medchal−Malkajgiri,2025-05,17
Telangana,Medchal−Malkajgiri,2025-06,8
Telangana,Medchal−Malkajgiri,2025-07,8
Telangana,Medchal−Malkajgiri,2025-08,16
Telangana,Medchal−Malkajgiri,2025-09,5
Telangana,Medchal−Malkajgiri,2025-10,9
Telangana,Medchal−Malkajgiri,2025-11,16
Telangana,Medchal−Malkajgiri,2025-12,16
Telangana,Medchal−Malkajgiri,NaT,196
Telangana,Mulugu,2025-01,2312
Telangana,Mulugu,2025-02,139
Telangana,Mulugu,2025-03,130
Telangana,Mulugu,2025-04,136
Telangana,Mulugu,2025-05,111
Telangana,Mulugu,2025-06,53
Telangana,Mulugu,2025-07,77
Telangana,Mulugu,2025-08,94
Telangana,Mulugu,2025-09,133
Telangana,Mulugu,2025-10,45
Telangana,Mulugu,2025-11,55
Telangana,Mulugu,2025-12,200
Telangana,Mulugu,NaT,1045
Telangana,Nagarkurnool,2025-01,1900
Telangana,Nagarkurnool,2025-02,265
Telangana,Nagarkurnool,2025-03,184
Telangana,Nagarkurnool,2025-04,90
Telangana,Nagarkurnool,2025-05,193
Telangana,Nagarkurnool,2025-06,137
Telangana,Nagarkurnool,2025-07,87
Telangana,Nagarkurnool,2025-08,157
Telangana,Nagarkurnool,2025-09,181
Telangana,Nagarkurnool,2025-10,178
Telangana,Nagarkurnool,2025-11,72
Telangana,Nagarkurnool,2025-12,134
Telangana,Nagarkurnool,NaT,1826
Telangana,Nalgonda,2025-01,7470
Telangana,Nalgonda,2025-02,763
Telangana,Nalgonda,2025-03,574
Telangana,Nalgonda,2025-04,721
Telangana,Nalgonda,2025-05,611
Telangana,Nalgonda,2025-06,192
Telangana,Nalgonda,2025-07,382
Telangana,Nalgonda,2025-08,907
Telangana,Nalgonda,2025-09,415
Telangana,Nalgonda,2025-10,618
Telangana,Nalgonda,2025-11,250
Telangana,Nalgonda,2025-12,714
Telangana,Nalgonda,NaT,6480
Telangana,Narayanpet,2025-01,1719
Telangana,Narayanpet,2025-02,131
Telangana,Narayanpet,2025-03,44
Telangana,Narayanpet,2025-04,135
Telangana,Narayanpet,2025-05,136
Telangana,Narayanpet,2025-06,187
Telangana,Narayanpet,2025-07,93
Telangana,Narayanpet,2025-08,168
Telangana,Narayanpet,2025-09,175
Telangana,Narayanpet,2025-10,283
Telangana,Narayanpet,2025-11,105
Telangana,Narayanpet,2025-12,315
Telangana,Narayanpet,NaT,1628
Telangana,Nirmal,2025-01,1913
Telangana,Nirmal,2025-02,396
Telangana,Nirmal,2025-03,324
Telangana,Nirmal,2025-04,263
Telangana,Nirmal,2025-05,106
Telangana,Nirmal,2025-06,128
Telangana,Nirmal,2025-07,299
Telangana,Nirmal,2025-08,547
Telangana,Nirmal,2025-09,342
Telangana,Nirmal,2025-10,297
Telangana,Nirmal,2025-11,139
Telangana,Nirmal,2025-12,328
Telangana,Nirmal,NaT,2994
Telangana,Nizamabad,2025-01,8674
Telangana,Nizamabad,2025-02,516
Telangana,Nizamabad,2025-03,534
Telangana,Nizamabad,2025-04,731
Telangana,Nizamabad,2025-05,511
Telangana,Nizamabad,2025-06,317
Telangana,Nizamabad,2025-07,251
Telangana,Nizamabad,2025-08,501
Telangana,Nizamabad,2025-09,400
Telangana,Nizamabad,2025-10,313
Telangana,Nizamabad,2025-11,270
Telangana,Nizamabad,2025-12,498
Telangana,Nizamabad,NaT,5415
Telangana,Peddapalli,2025-01,751
Telangana,Peddapalli,2025-02,112
Telangana,Peddapalli,2025-03,91
Telangana,Peddapalli,2025-04,75
Telangana,Peddapalli,2025-05,92
Telangana,Peddapalli,2025-06,27
Telangana,Peddapalli,2025-07,60
Telangana,Peddapalli,2025-08,105
Telangana,Peddapalli,2025-09,100
Telangana,Peddapalli,2025-10,93
Telangana,Peddapalli,2025-11,38
Telangana,Peddapalli,2025-12,64
Telangana,Peddapalli,NaT,976
Telangana,Rajanna Sircilla,2025-01,258
Telangana,Rajanna Sircilla,2025-02,59
Telangana,Rajanna Sircilla,2025-03,84
Telangana,Rajanna Sircilla,2025-04,51
Telangana,Rajanna Sircilla,2025-05,83
Telangana,Rajanna Sircilla,2025-06,67
Telangana,Rajanna Sircilla,2025-07,79
Telangana,Rajanna Sircilla,2025-08,71
Telangana,Rajanna Sircilla,2025-09,114
Telangana,Rajanna Sircilla,2025-10,102
Telangana,Rajanna Sircilla,2025-11,79
Telangana,Rajanna Sircilla,2025-12,83
Telangana,Rajanna Sircilla,NaT,978
Telangana,Rangareddy,2025-01,502
Telangana,Rangareddy,2025-02,56
Telangana,Rangareddy,2025-04,65
Telangana,Rangareddy,2025-05,60
Telangana,Rangareddy,2025-06,18
Telangana,Rangareddy,2025-07,18
Telangana,Rangareddy,2025-08,70
Telangana,Rangareddy,2025-09,33
Telangana,Rangareddy,2025-10,53
Telangana,Rangareddy,2025-12,89
Telangana,Rangareddy,NaT,660
Telangana,Sangareddy,2025-01,8815
Telangana,Sangareddy,2025-02,284
Telangana,Sangareddy,2025-03,143
Telangana,Sangareddy,2025-04,108
Telangana,Sangareddy,2025-05,336
Telangana,Sangareddy,2025-06,96
Telangana,Sangareddy,2025-07,299
Telangana,Sangareddy,2025-08,157
Telangana,Sangareddy,2025-09,243
Telangana,Sangareddy,2025-10,144
Telangana,Sangareddy,2025-11,264
Telangana,Sangareddy,2025-12,279
Telangana,Sangareddy,NaT,2852
Telangana,Siddipet,2025-01,2415
Telangana,Siddipet,2025-02,239
Telangana,Siddipet,2025-03,294
Telangana,Siddipet,2025-04,298
Telangana,Siddipet,2025-05,527
Telangana,Siddipet,2025-06,279
Telangana,Siddipet,2025-07,157
Telangana,Siddipet,2025-08,508
Telangana,Siddipet,2025-09,184
Telangana,Siddipet,2025-10,312
Telangana,Siddipet,2025-11,177
Telangana,Siddipet,2025-12,297
Telangana,Siddipet,NaT,3248
Telangana,Suryapet,2025-01,1650
Telangana,Suryapet,2025-02,337
Telangana,Suryapet,2025-03,210
Telangana,Suryapet,2025-04,283
Telangana,Suryapet,2025-05,452
Telangana,Suryapet,2025-06,181
Telangana,Suryapet,2025-07,286
Telangana,Suryapet,2025-08,484
Telangana,Suryapet,2025-09,185
Telangana,Suryapet,2025-10,461
Telangana,Suryapet,2025-11,168
Telangana,Suryapet,2025-12,248
Telangana,Suryapet,NaT,4268
Telangana,Vikarabad,2025-01,5670
Telangana,Vikarabad,2025-02,549
Telangana,Vikarabad,2025-03,441
Telangana,Vikarabad,2025-04,683
Telangana,Vikarabad,2025-05,458
Telangana,Vikarabad,2025-06,347
Telangana,Vikarabad,2025-07,243
Telangana,Vikarabad,2025-08,538
Telangana,Vikarabad,2025-09,245
Telangana,Vikarabad,2025-10,670
Telangana,Vikarabad,2025-11,324
Telangana,Vikarabad,2025-12,318
Telangana,Vikarabad,NaT,5768
Telangana,Wanaparthy,2025-01,1659
Telangana,Wanaparthy,2025-02,250
Telangana,Wanaparthy,2025-03,203
Telangana,Wanaparthy,2025-04,377
Telangana,Wanaparthy,2025-05,384
Telangana,Wanaparthy,2025-06,210
Telangana,Wanaparthy,2025-07,131
Telangana,Wanaparthy,2025-08,193
Telangana,Wanaparthy,2025-09,114
Telangana,Wanaparthy,2025-10,236
Telangana,Wanaparthy,2025-11,238
Telangana,Wanaparthy,2025-12,193
Telangana,Wanaparthy,NaT,2069
Telangana,Warangal,2025-01,2415
Telangana,Warangal,2025-02,181
Telangana,Warangal,2025-03,156
Telangana,Warangal,2025-04,475
Telangana,Warangal,2025-05,139
Telangana,Warangal,2025-06,252
Telangana,Warangal,2025-07,135
Telangana,Warangal,2025-08,263
Telangana,Warangal,2025-09,226
Telangana,Warangal,2025-10,230
Telangana,Warangal,2025-11,245
Telangana,Warangal,2025-12,226
Telangana,Warangal,NaT,2882
Telangana,Warangal (Urban),2025-01,2
Telangana,Warangal (Urban),2025-03,1
Telangana,Warangal (Urban),2025-04,2
Telangana,Warangal (Urban),2025-06,2
Telangana,Warangal (Urban),2025-07,1
Telangana,Warangal (Urban),2025-08,1
Telangana,Warangal (Urban),2025-10,1
Telangana,Warangal (Urban),2025-11,2
Telangana,Warangal (Urban),2025-12,3
Telangana,Warangal (Urban),NaT,14
Telangana,Warangal Rural,2025-01,1086
Telangana,Warangal Rural,2025-02,159
Telangana,Warangal Rural,2025-03,72
Telangana,Warangal Rural,2025-04,212
Telangana,Warangal Rural,2025-05,137
Telangana,Warangal Rural,2025-06,101
Telangana,Warangal Rural,2025-07,112
Telangana,Warangal Rural,2025-08,239
Telangana,Warangal Rural,2025-09,175
Telangana,Warangal Rural,2025-10,182
Telangana,Warangal Rural,2025-11,109
Telangana,Warangal Rural,2025-12,229
Telangana,Warangal Rural,NaT,2073
Telangana,Warangal Urban,2025-01,3817
Telangana,Warangal Urban,2025-02,16
Telangana,Warangal Urban,2025-03,18
Telangana,Warangal Urban,2025-04,121
Telangana,Warangal Urban,2025-05,205
Telangana,Warangal Urban,2025-06,21
Telangana,Warangal Urban,2025-07,28
Telangana,Warangal Urban,2025-08,29
Telangana,Warangal Urban,2025-09,34
Telangana,Warangal Urban,2025-10,91
Telangana,Warangal Urban,2025-11,149
Telangana,Warangal Urban,2025-12,137
Telangana,Warangal Urban,NaT,745
Telangana,Yadadri.,2025-01,3245
Telangana,Yadadri.,2025-02,172
Telangana,Yadadri.,2025-03,139
Telangana,Yadadri.,2025-04,308
Telangana,Yadadri.,2025-05,159
Telangana,Yadadri.,2025-06,308
Telangana,Yadadri.,2025-07,41
Telangana,Yadadri.,2025-08,320
Telangana,Yadadri.,2025-09,439
Telangana,Yadadri.,2025-10,252
Telangana,Yadadri.,2025-11,189
Telangana,Yadadri.,2025-12,436
Telangana,Yadadri.,NaT,4007
Tripura,Dhalai,2025-01,1226
Tripura,Dhalai,2025-02,9
Tripura,Dhalai,2025-03,149
Tripura,Dhalai,2025-04,354
Tripura,Dhalai,2025-05,196
Tripura,Dhalai,2025-06,79
Tripura,Dhalai,2025-07,14
Tripura,Dhalai,2025-08,151
Tripura,Dhalai,2025-09,103
Tripura,Dhalai,2025-10,45
Tripura,Dhalai,2025-11,75
Tripura,Dhalai,2025-12,121
Tripura,Dhalai,NaT,1673
Tripura,Dhalai  *,2025-01,5
Tripura,Dhalai  *,2025-04,5
Tripura,Dhalai  *,2025-06,1
Tripura,Dhalai  *,2025-07,1
Tripura,Dhalai  *,2025-08,14
Tripura,Dhalai  *,2025-09,1
Tripura,Dhalai  *,2025-10,11
Tripura,Dhalai  *,2025-11,13
Tripura,Dhalai  *,2025-12,8
Tripura,Dhalai  *,NaT,61
Tripura,Gomati,2025-01,242
Tripura,Gomati,2025-02,29
Tripura,Gomati,2025-03,71
Tripura,Gomati,2025-04,70
Tripura,Gomati,2025-05,55
Tripura,Gomati,2025-06,29
Tripura,Gomati,2025-07,21
Tripura,Gomati,2025-08,47
Tripura,Gomati,2025-09,54
Tripura,Gomati,2025-10,49
Tripura,Gomati,2025-11,4
Tripura,Gomati,2025-12,45
Tripura,Gomati,NaT,711
Tripura,Khowai,2025-01,684
Tripura,Khowai,2025-02,13
Tripura,Khowai,2025-03,31
Tripura,Khowai,2025-04,95
Tripura,Khowai,2025-06,26
Tripura,Khowai,2025-07,15
Tripura,Khowai,2025-08,44
Tripura,Khowai,2025-09,24
Tripura,Khowai,2025-10,57
Tripura,Khowai,2025-11,6
Tripura,Khowai,2025-12,43
Tripura,Khowai,NaT,240
Tripura,North Tripura,2025-01,1490
Tripura,North Tripura,2025-02,79
Tripura,North Tripura,2025-03,79
Tripura,North Tripura,2025-04,209
Tripura,North Tripura,2025-05,46
Tripura,North Tripura,2025-06,101
Tripura,North Tripura,2025-07,25
Tripura,North Tripura,2025-08,187
Tripura,North Tripura,2025-09,127
Tripura,North Tripura,2025-10,129
Tripura,North Tripura,2025-11,92
Tripura,North Tripura,2025-12,131
Tripura,North Tripura,NaT,1212
Tripura,Sepahijala,2025-01,2018
Tripura,Sepahijala,2025-02,57
Tripura,Sepahijala,2025-03,207
Tripura,Sepahijala,2025-04,347
Tripura,Sepahijala,2025-05,21
Tripura,Sepahijala,2025-06,95
Tripura,Sepahijala,2025-07,3
Tripura,Sepahijala,2025-08,349
Tripura,Sepahijala,2025-09,66
Tripura,Sepahijala,2025-10,62
Tripura,Sepahijala,2025-12,345
Tripura,Sepahijala,NaT,1144
Tripura,South Tripura,2025-01,2694
Tripura,South Tripura,2025-02,161
Tripura,South Tripura,2025-03,286
Tripura,South Tripura,2025-04,291
Tripura,South Tripura,2025-05,116
Tripura,South Tripura,2025-06,113
Tripura,South Tripura,2025-07,80
Tripura,South Tripura,2025-08,388
Tripura,South Tripura,2025-09,116
Tripura,South Tripura,2025-10,167
Tripura,South Tripura,2025-11,228
Tripura,South Tripura,2025-12,339
Tripura,South Tripura,NaT,2908
Tripura,Unakoti,2025-01,393
Tripura,Unakoti,2025-02,26
Tripura,Unakoti,2025-03,18
Tripura,Unakoti,2025-04,60
Tripura,Unakoti,2025-05,45
Tripura,Unakoti,2025-06,13
Tripura,Unakoti,2025-07,16
Tripura,Unakoti,2025-08,65
Tripura,Unakoti,2025-09,11
Tripura,Unakoti,2025-10,25
Tripura,Unakoti,2025-11,16
Tripura,Unakoti,2025-12,27
Tripura,Unakoti,NaT,312
Tripura,West Tripura,2025-01,6213
Tripura,West Tripura,2025-02,343
Tripura,West Tripura,2025-03,346
Tripura,West Tripura,2025-04,797
Tripura,West Tripura,2025-05,287
Tripura,West Tripura,2025-06,237
Tripura,West Tripura,2025-07,111
Tripura,West Tripura,2025-08,419
Tripura,West Tripura,2025-09,300
Tripura,West Tripura,2025-10,322
Tripura,West Tripura,2025-11,281
Tripura,West Tripura,2025-12,557
Tripura,West Tripura,NaT,3134
Uttar Pradesh,Agra,2025-01,17410
Uttar Pradesh,Agra,2025-02,801
Uttar Pradesh,Agra,2025-03,764
Uttar Pradesh,Agra,2025-04,1284
Uttar Pradesh,Agra,2025-05,1120
Uttar Pradesh,Agra,2025-06,887
Uttar Pradesh,Agra,2025-07,1018
Uttar Pradesh,Agra,2025-08,1957
Uttar Pradesh,Agra,2025-09,1124
Uttar Pradesh,Agra,2025-10,2048
Uttar Pradesh,Agra,2025-11,715
Uttar Pradesh,Agra,2025-12,1859
Uttar Pradesh,Agra,NaT,14098
Uttar Pradesh,Aligarh,2025-01,37533
Uttar Pradesh,Aligarh,2025-02,502
Uttar Pradesh,Aligarh,2025-03,948
Uttar Pradesh,Aligarh,2025-04,1907
Uttar Pradesh,Aligarh,2025-05,1086
Uttar Pradesh,Aligarh,2025-06,1072
Uttar Pradesh,Aligarh,2025-07,427
Uttar Pradesh,Aligarh,2025-08,1111
Uttar Pradesh,Aligarh,2025-09,1164
Uttar Pradesh,Aligarh,2025-10,1253
Uttar Pradesh,Aligarh,2025-11,2712
Uttar Pradesh,Aligarh,2025-12,853
Uttar Pradesh,Aligarh,NaT,13353
Uttar Pradesh,Allahabad,2025-01,19939
Uttar Pradesh,Allahabad,2025-02,745
Uttar Pradesh,Allahabad,2025-03,1141
Uttar Pradesh,Allahabad,2025-04,2104
Uttar Pradesh,Allahabad,2025-05,1163
Uttar Pradesh,Allahabad,2025-06,1126
Uttar Pradesh,Allahabad,2025-07,949
Uttar Pradesh,Allahabad,2025-08,1775
Uttar Pradesh,Allahabad,2025-09,796
Uttar Pradesh,Allahabad,2025-10,1726
Uttar Pradesh,Allahabad,2025-11,2053
Uttar Pradesh,Allahabad,2025-12,1922
Uttar Pradesh,Allahabad,NaT,16814
Uttar Pradesh,Ambedkar Nagar,2025-01,8668
Uttar Pradesh,Ambedkar Nagar,2025-02,305
Uttar Pradesh,Ambedkar Nagar,2025-03,417
Uttar Pradesh,Ambedkar Nagar,2025-04,982
Uttar Pradesh,Ambedkar Nagar,2025-05,313
Uttar Pradesh,Ambedkar Nagar,2025-06,588
Uttar Pradesh,Ambedkar Nagar,2025-07,663
Uttar Pradesh,Ambedkar Nagar,2025-08,1202
Uttar Pradesh,Ambedkar Nagar,2025-09,383
Uttar Pradesh,Ambedkar Nagar,2025-10,667
Uttar Pradesh,Ambedkar Nagar,2025-11,111
Uttar Pradesh,Ambedkar Nagar,2025-12,917
Uttar Pradesh,Ambedkar Nagar,NaT,6321
Uttar Pradesh,Amethi,2025-01,8199
Uttar Pradesh,Amethi,2025-02,760
Uttar Pradesh,Amethi,2025-03,367
Uttar Pradesh,Amethi,2025-04,1010
Uttar Pradesh,Amethi,2025-05,304
Uttar Pradesh,Amethi,2025-06,507
Uttar Pradesh,Amethi,2025-07,202
Uttar Pradesh,Amethi,2025-08,1103
Uttar Pradesh,Amethi,2025-09,726
Uttar Pradesh,Amethi,2025-10,683
Uttar Pradesh,Amethi,2025-11,535
Uttar Pradesh,Amethi,2025-12,738
Uttar Pradesh,Amethi,NaT,7071
Uttar Pradesh,Amroha,2025-01,14886
Uttar Pradesh,Amroha,2025-02,436
Uttar Pradesh,Amroha,2025-03,288
Uttar Pradesh,Amroha,2025-04,989
Uttar Pradesh,Amroha,2025-05,307
Uttar Pradesh,Amroha,2025-06,264
Uttar Pradesh,Amroha,2025-07,380
Uttar Pradesh,Amroha,2025-08,472
Uttar Pradesh,Amroha,2025-09,235
Uttar Pradesh,Amroha,2025-10,376
Uttar Pradesh,Amroha,2025-11,390
Uttar Pradesh,Amroha,2025-12,570
Uttar Pradesh,Amroha,NaT,7661
Uttar Pradesh,Auraiya,2025-01,5629
Uttar Pradesh,Auraiya,2025-02,199
Uttar Pradesh,Auraiya,2025-03,270
Uttar Pradesh,Auraiya,2025-04,1046
Uttar Pradesh,Auraiya,2025-05,234
Uttar Pradesh,Auraiya,2025-06,367
Uttar Pradesh,Auraiya,2025-07,188
Uttar Pradesh,Auraiya,2025-08,651
Uttar Pradesh,Auraiya,2025-09,614
Uttar Pradesh,Auraiya,2025-10,341
Uttar Pradesh,Auraiya,2025-11,294
Uttar Pradesh,Auraiya,2025-12,636
Uttar Pradesh,Auraiya,NaT,5344
Uttar Pradesh,Ayodhya,2025-01,1186
Uttar Pradesh,Ayodhya,2025-02,70
Uttar Pradesh,Ayodhya,2025-03,88
Uttar Pradesh,Ayodhya,2025-04,202
Uttar Pradesh,Ayodhya,2025-05,89
Uttar Pradesh,Ayodhya,2025-06,91
Uttar Pradesh,Ayodhya,2025-07,91
Uttar Pradesh,Ayodhya,2025-08,137
Uttar Pradesh,Ayodhya,2025-09,103
Uttar Pradesh,Ayodhya,2025-10,197
Uttar Pradesh,Ayodhya,2025-11,73
Uttar Pradesh,Ayodhya,2025-12,86
Uttar Pradesh,Ayodhya,NaT,1170
Uttar Pradesh,Azamgarh,2025-01,15995
Uttar Pradesh,Azamgarh,2025-02,1400
Uttar Pradesh,Azamgarh,2025-03,678
